iter	Logloss
848	0.2674664134
849	0.2673476121
850	0.2672099461
851	0.2671485835
852	0.2669054876
853	0.2666239881
854	0.2663874793
855	0.2662485908
856	0.2661502531
857	0.2660356027
858	0.2658890725
859	0.2657865231
860	0.265657413
861	0.2654556058
862	0.2652507118
863	0.2651922463
864	0.2650169915
865	0.2648969058
866	0.264687589
867	0.2645391173
868	0.2644811916
869	0.2643811588
870	0.2642291246
871	0.2639054085
872	0.2636875251
873	0.2634530546
874	0.263443351
875	0.2631827037
876	0.2630033762
877	0.2627030544
878	0.262546042
879	0.2624374112
880	0.2622162747
881	0.2620482704
882	0.2619143939
883	0.2617084404
884	0.2615566114
885	0.261374523
886	0.2612163464
887	0.2610935384
888	0.2610196568
889	0.2608689583
890	0.2605878232
891	0.2604574953
892	0.2602911582
893	0.2601822742
894	0.260024976
895	0.2599597613
896	0.2598235448
897	0.2596828327
898	0.2595206123
899	0.2593631929
900	0.2590698535
901	0.2587969385
902	0.2585317587
903	0.2583477811
904	0.2582540682
905	0.2579403889
906	0.2577621937
907	0.2576071129
908	0.2575205724
909	0.2574317286
910	0.2572088296
911	0.2569319264
912	0.2568199148
913	0.2567083998
914	0.2564978442
915	0.2563307674
916	0.2562099134
917	0.2560057027
918	0.2558356581
919	0.2556901749
920	0.2554788545
921	0.2552514523
922	0.2549406006
923	0.2547290974
924	0.2546533623
925	0.2545644815
926	0.2545123751
927	0.254248644
928	0.2540056067
929	0.2538850806
930	0.2536796099
931	0.2535162523
932	0.2532321534
933	0.2531689353
934	0.2528914173
935	0.2527718871
936	0.2526442775
937	0.2524140896
938	0.2523476349
939	0.2522258985
940	0.2520366638
941	0.2517819749
942	0.2517087761
943	0.2516381471
944	0.2514863922
945	0.2514113649
946	0.251265982
947	0.2511324134
948	0.2509291688
949	0.2506208165
950	0.250556149
951	0.2504733108
952	0.2503725669
953	0.2502133901
954	0.2499184656
955	0.2497216426
956	0.249460034
957	0.2492437108
958	0.2490324438
959	0.2488060349
960	0.2486656725
961	0.248382204
962	0.2482556277
963	0.2480438414
964	0.2479774373
965	0.2478945899
966	0.2477265529
967	0.2476530105
968	0.2475774947
969	0.2473954057
970	0.2472247187
971	0.2471128996
972	0.2469097812
973	0.2468018277
974	0.2466173733
975	0.2464768315
976	0.2464341975
977	0.2463345066
978	0.2460786608
979	0.2458997533
980	0.2457442094
981	0.2455157974
982	0.2453873893
983	0.2453256449
984	0.2452592251
985	0.2449416079
986	0.2448163337
987	0.2446139133
988	0.2444770865
989	0.2442940314
990	0.2441393646
991	0.244034725
992	0.2437920543
993	0.2435216547
994	0.2433784636
995	0.2431737337
996	0.2430363455
997	0.2428548391
998	0.2425275475
999	0.2424037277
